24787,a10760679     ,items remain,MARC,SAL3,SAL3,STACKS
24787,a11896198     ,items remain,MARC,SAL3,SAL3,STACKS
24789,APG1285       ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a4261485      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a11527633     ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a4082602      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a4529713      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a5172908      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a7898684      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO05-S15379 ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO00-S16    ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,CSUO00-S16    ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,AKH0251       ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a6313660      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a6485175      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a11916024     ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a4743325      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a5049406      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,ANZ8609       ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a10327598     ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a8440703      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a6738529      ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,a6738529      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO00-S172   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO98-S153   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a6306664      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a4266858      ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,a4266858      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO04-S28    ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO85-S147   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a9934451      ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,a9934451      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO07-S246   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO02-S1226  ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,CSUO02-S1226  ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO00-S186   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO00-S47    ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a7881388      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO96-S154   ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,CSUO96-S154   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO92-S90    ,items remain,SERIAL,SAL3,SAL3,STACKS
24789,CSUO92-S90    ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,ABV8254       ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a8543526      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a5331446      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a9952221      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,a7708385      ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO94-S260   ,serial ctrl,SERIAL,SAL3,SAL3,STACKS
24789,CSUO88-S59    ,items remain,SERIAL,SAL3,SAL3,STACKS
